Section ID	7/20/26 9:24 AM PDT	7/22/26 2:32 AM PDT	7/24/2026, 11:43:00 PM	7/27/2026, 3:25:20 AM	7/28/2026, 8:44:00 PM	7/29/2026, 8:09:00 PM	7/30/2026, 7:06:00 PM	7/31/2026, 6:18:00 PM	8/3/2026, 7:12:00 PM	8/4/2026, 7:14:00 PM	8/5/2026, 10:57:00 PM	8/6/2026, 11:45:00 PM	8/7/2026, 10:57:00 PM	8/9/2026, 8:44:00 PM	8/10/2026, 8:57:00 PM	8/11/2026, 9:25:00 PM	8/12/2026, 6:44:00 PM	8/13/2026, 7:18:00 PM	8/14/2026, 6:41:00 PM	8/16/2026, 10:50:00 PM	8/17/2026, 9:27:00 PM	8/18/2026, 8:53:00 PM	8/18/2026, 11:55:00 PM	8/19/2026, 8:17:00 PM	8/20/2026, 8:33:00 PM	8/21/2026, 6:29:00 PM	8/22/2026, 10:55:00 PM	8/26/2026, 12:12:00 AM	8/27/2026, 10:33:00 PM	8/28/2026, 10:18:00 PM	8/31/2026, 7:15:00 PM	9/1/2026, 9:35:00 PM
EL00001650	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00001651	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00001652	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9997/9999/0
EL00001653	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00001654	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0
EL00001655	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00001656	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00001657	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9997/9999/0
EL00001658	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00001659	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9998/9999/0	9998/9999/0	9998/9999/0
EL00001660	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00001661	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00001662	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0
EL00001663	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00001664	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00001665	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00001666	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00001667	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00001668	99/99	99/99	99/99/0	99/99	99/99	99/99/0	99/99/0	99/99	99/99	99/99/0	99/99/0	99/99/0	99/99/0	99/99/0	99/99/0	99/99/0	99/99/0	99/99/0	99/99/0	99/99/0	99/99/0	98/99/0	98/99/0	98/99/0	98/99/0	98/99/0	98/99/0	98/99/0	98/99/0	98/99/0	98/99/0	98/99/0
EL00001669	10/10	10/10	10/10/0	10/10	10/10	10/10/0	10/10/0	10/10	10/10	10/10/0	10/10/0	10/10/0	10/10/0	10/10/0	10/10/0	10/10/0	10/10/0	10/10/0	10/10/0	10/10/0	10/10/0	10/10/0	10/10/0	10/10/0	10/10/0	10/10/0	10/10/0	10/10/0	10/10/0	10/10/0	10/10/0	10/10/0
EL00001670	10/10	10/10	10/10/0	10/10	10/10	10/10/0	10/10/0	10/10	10/10	10/10/0	10/10/0	10/10/0	10/10/0	10/10/0	10/10/0	10/10/0	10/10/0	10/10/0	10/10/0	10/10/0	10/10/0	10/10/0	10/10/0	10/10/0	10/10/0	10/10/0	10/10/0	10/10/0	10/10/0	10/10/0	10/10/0	10/10/0
EL00001676	20/20	20/20	20/20	20/20	20/20	20/20/0	20/20/0	20/20	20/20	20/20/0	20/20/0	20/20/0	20/20/0	20/20/0	20/20/0	20/20/0	20/20/0	20/20/0	20/20/0	20/20/0	20/20/0	20/20/0	20/20/0	20/20/0	20/20/0	20/20/0	20/20/0					
EL00001677	20/20	20/20	20/20	20/20	20/20	20/20/0	20/20/0	20/20	20/20	20/20/0	20/20/0	20/20/0	20/20/0	20/20/0	20/20/0	20/20/0	20/20/0	20/20/0	20/20/0	20/20/0	20/20/0	20/20/0	20/20/0	20/20/0	20/20/0	20/20/0	20/20/0					
EL00001700	90/90	90/90	89/90/0	88/90	88/90/0	86/90/0	84/90/0	79/90/0	77/90/0	74/90/0	74/90/0	74/90/0	74/90/0	74/90/0	74/90/0	74/90/0	74/90/0	73/90/0	73/90/0	73/90/0	73/90/0	71/90/0	71/90/0	67/90/0	62/90/0	62/90/0	62/90/0	63/90/0	62/90/0	62/90/0	62/90/0	62/90/0
EL00001704	50/50	50/50	47/50/0	47/50	47/50/0	46/50/0	42/50/0	41/50/0	26/50/0	23/50/0	21/50/0	21/50/0	21/50/0	21/50/0	21/50/0	21/50/0	21/50/0	21/50/0	21/50/0	21/50/0	20/50/0	11/50/0	10/50/0	6/50/0	5/50/0	4/50/0	4/50/0	5/50/0	5/50/0	5/50/0	5/50/0	4/50/0
EL00001705	146/146	146/146	141/146/0	141/146	140/146/0	132/146/0	127/146/0	113/146/0	111/146/0	108/146/0	108/146/0	108/146/0	109/146/0	108/146/0	108/146/0	108/146/0	108/146/0	107/146/0	107/146/0	106/146/0	99/146/0	84/146/0	84/146/0	83/146/0	79/146/0	79/146/0	79/146/0	79/146/0	78/146/0	78/146/0	78/146/0	78/146/0
EL00001707	30/30	30/30	28/30/0	27/30	27/30/0	20/30/0	18/30/0	10/30/0	3/30	3/30/0	3/30/0	3/30/0	3/30/0	2/30/0	2/30/0	2/30/0	2/30/0	2/30/0	1/30/0	0/30/0	0/30/0	0/30/0	0/30/0	0/30/0	0/30/0	0/30/0	0/30/0	0/30/0	0/30/0	0/30/0	0/30/0	0/30/0
EL00001708	30/30	30/30	30/30/0	30/30	30/30/0	28/30/0	28/30/0	28/30/0	26/30	26/30/0	26/30/0	26/30/0	26/30/0	26/30/0	26/30/0	26/30/0	26/30/0	26/30/0	26/30/0	25/30/0	22/30/0	12/30/0	12/30/0	12/30/0	10/30/0	10/30/0	10/30/0	10/30/0	10/30/0	10/30/0	10/30/0	4/30/0
EL00001709	30/30	30/30	29/30/0	29/30	29/30/0	29/30/0	29/30/0	29/30/0	29/30	29/30/0	29/30/0	29/30/0	29/30/0	29/30/0	29/30/0	29/30/0	29/30/0	29/30/0	29/30/0	29/30/0	29/30/0	29/30/0	29/30/0	29/30/0	29/30/0	29/30/0	29/30/0	29/30/0	29/30/0	29/30/0	29/30/0	28/30/0
EL00001710	30/30	30/30	30/30/0	30/30	30/30/0	30/30/0	30/30/0	30/30/0	29/30	29/30/0	29/30/0	29/30/0	29/30/0	29/30/0	29/30/0	29/30/0	29/30/0	29/30/0	29/30/0	29/30/0	29/30/0	29/30/0	29/30/0	29/30/0	29/30/0	29/30/0	29/30/0	29/30/0	29/30/0	29/30/0	29/30/0	29/30/0
EL00001711	40/40	40/40	37/40/0	37/40	37/40/0	36/40/0	36/40/0	35/40/0	35/40/0	33/40/0	33/40/0	33/40/0	33/40/0	33/40/0	33/40/0	33/40/0	33/40/0	33/40/0	33/40/0	33/40/0	33/40/0	30/40/0	30/40/0	30/40/0	30/40/0	30/40/0	30/40/0	30/40/0	30/40/0	31/40/0	31/40/0	31/40/0
EL00001712	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00001713	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00001714	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00001715	60/60	60/60	33/60/0	33/60	33/60/0	60/60/0	60/60/0	60/60	60/60/0	60/60/0	60/60/0	60/60/0	60/60/0	60/60/0	60/60/0	60/60/0	60/60/0	60/60/0	60/60/0	60/60/0	60/60/0	60/60/0	60/60/0	60/60/0	60/60/0	60/60/0	60/60/0	0/0/0	0/0/0	0/0/0	0/0/0	0/0/0
EL00001716	50/50	50/50	19/50/0	19/50	50/50/0	50/50/0	50/50/0	50/50/0	50/50/0	50/50/0	50/50/0	50/50/0	50/50/0	50/50/0	50/50/0	50/50/0	50/50/0	50/50/0	50/50/0	50/50/0	50/50/0	50/50/0	50/50/0	50/50/0	50/50/0	50/50/0	50/50/0	0/0/0	0/0/0	0/0/0	0/0/0	0/0/0
EL00001717	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9997/9999/0	9996/9999/0	9994/9999/0	9994/9999/0	9994/9999/0	9994/9999/0	9994/9999/0	9992/9999/0	9992/9999/0	9992/9999/0	9992/9999/0	9991/9999/0	9990/9999/0
EL00001718	9999/9999	9999/9999	9996/9999/0	9996/9999	9995/9999	9995/9999/0	9995/9999/0	9995/9999	9994/9999	9994/9999/0	9994/9999/0	9994/9999/0	9994/9999/0	9994/9999/0	9994/9999/0	9994/9999/0	9994/9999/0	9994/9999/0	9994/9999/0	9994/9999/0	9991/9999/0	9990/9999/0	9990/9999/0	9990/9999/0	9989/9999/0	9989/9999/0	9988/9999/0	9988/9999/0	9988/9999/0	9986/9999/0	9985/9999/0	9985/9999/0
EL00001719	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00001720	9999/9999	9999/9999	9998/9999/0	9998/9999	9998/9999	9998/9999/0	9998/9999/0	9998/9999	9998/9999	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9996/9999/0	9996/9999/0	9994/9999/0	9994/9999/0	9994/9999/0	9994/9999/0	9994/9999/0	9994/9999/0	9994/9999/0	9994/9999/0	9994/9999/0	9994/9999/0
EL00001721	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9998/9999	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9995/9999/0	9995/9999/0	9995/9999/0
EL00001722	9999/9999	9999/9999	9998/9999/0	9997/9999	9997/9999	9996/9999/0	9996/9999/0	9996/9999	9996/9999	9996/9999/0	9996/9999/0	9996/9999/0	9995/9999/0	9995/9999/0	9995/9999/0	9995/9999/0	9995/9999/0	9995/9999/0	9995/9999/0	9995/9999/0	9995/9999/0	9995/9999/0	9995/9999/0	9995/9999/0	9995/9999/0	9995/9999/0	9995/9999/0	9995/9999/0	9994/9999/0	9994/9999/0	9994/9999/0	9994/9999/0
EL00001723	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00001724	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9997/9999/0	9997/9999/0	9997/9999/0
EL00001725	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0
EL00001726	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00001727	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00001728	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00001729	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00001730	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00001731	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00001732	9999/9999	9999/9999	9998/9999/0	9998/9999	9998/9999	9998/9999/0	9998/9999/0	9998/9999	9998/9999	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9996/9999/0	9995/9999/0	9995/9999/0	9995/9999/0	9995/9999/0	9995/9999/0	9994/9999/0	9994/9999/0	9994/9999/0	9994/9999/0	9994/9999/0	9994/9999/0
EL00001733	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0	9997/9999/0
EL00001734	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9998/9999/0
EL00001735	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9998/9999/0	9998/9999/0	9998/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9998/9999/0	9998/9999/0	9997/9999/0
EL00001736	9999/9999	9999/9999	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999	9999/9999	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0	9999/9999/0
EL00001737	9999/9999	9999/9999	9997/9999/0	9997/9999	9996/9999	9996/9999/0	9996/9999/0	9996/9999	9995/9999	9995/9999/0	9995/9999/0	9995/9999/0	9995/9999/0	9995/9999/0	9995/9999/0	9995/9999/0	9995/9999/0	9995/9999/0	9995/9999/0	9995/9999/0	9994/9999/0	9993/9999/0	9993/9999/0	9993/9999/0	9993/9999/0	9993/9999/0	9993/9999/0	9993/9999/0	9993/9999/0	9993/9999/0	9993/9999/0	9993/9999/0
